0.0	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75
0.2	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75
0.4	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75
0.6	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
0.8	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
1.0	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.7	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
1.2	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.7	0.7	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
1.4	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.65	0.75	0.75	0.7	0.7	0.7	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
1.6	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.7	0.7	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.75	0.7	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
1.8	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.7	0.7	0.7	0.75	0.7	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.75	0.65	0.75	0.75	0.65	0.75	0.75	0.75	0.65	0.75	0.75	0.75	0.7	0.75	0.75	0.75	0.7	0.7	0.7	0.75	0.75	0.7	0.7	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.7	0.75	0.7	0.7	0.75	0.75	0.75
