184.8	0.009374919964516632	-0.00937658121541466	0.0075	-0.0075
185.0	0.005465416504901632	-0.005467527087017174	0.0075	-0.0075
185.2	0.012483596488641734	-0.012482004799712189	0.0075	-0.0075
185.4	0.012456132438275454	-0.012453157973863123	0.0075	-0.0075
185.6	0.007001577018228165	-0.0070004425236683395	0.0075	-0.0075
185.8	0.009326534654676177	-0.009326800835974862	0.0075	-0.0075
186.0	0.009314205586117657	-0.009313774837966596	0.0075	-0.0075
186.2	0.007754429597156065	-0.007753071647367339	0.0075	-0.0075
186.4	0.0069728669584372795	-0.0069719704437956114	0.0075	-0.0075
186.6	0.009290146602786315	-0.009289722029109333	0.0075	-0.0075
186.8	0.006957014872502647	-0.006956581037165504	0.0075	-0.0075
187.0	0.006955736107507607	-0.006956225623842145	0.0075	-0.0075
187.2	0.00926094507317722	-0.009261670007810825	0.0075	-0.0075
187.4	0.00694045303658955	-0.006940939499829464	0.0075	-0.0075
187.6	0.009245714984813743	-0.009246436971345966	0.0075	-0.0075
187.8	0.013081134820838378	-0.013082789325537353	0.0075	-0.0075
188.0	0.009984914695924678	-0.009987007824880606	0.0075	-0.0075
188.2	0.006909153338956624	-0.00690940425743763	0.0075	-0.0075
188.4	0.0069014200772224065	-0.00690189923812174	0.0075	-0.0075
188.6	0.008430798788377037	-0.008432194702290261	0.0075	-0.0075
188.8	0.012245221747378797	-0.012245484466198785	0.0075	-0.0075
189.0	0.007642393819579834	-0.007641733521965475	0.0075	-0.0075
189.2	0.00687602419770383	-0.006874906482055984	0.0075	-0.0075
189.4	0.009919190274636643	-0.009917858412020255	0.0075	-0.0075
189.6	0.006097267902453526	-0.00609751554634775	0.0075	-0.0075
189.8	0.0038092321291019068	-0.0038101524987425132	0.0075	-0.0075
190.0	0.006853217240314401	-0.0068546000530139905	0.0075	-0.0075
190.2	0.012170848452341064	-0.012172017273147123	0.0075	-0.0075
190.4	0.011390225275406157	-0.011390936131462845	0.0075	-0.0075
190.6	0.006827896580078233	-0.006829045592267541	0.0075	-0.0075
190.8	0.006064818890043476	-0.00606506017432597	0.0075	-0.0075
191.0	0.005303274894731495	-0.00530215989638075	0.0075	-0.0075
191.2	0.0037860789995689042	-0.003785638277659147	0.0075	-0.0075
191.4	0.0060551831718286975	-0.006055425141193999	0.0075	-0.0075
191.6	0.008317051061091579	-0.008316848211075424	0.0075	-0.0075
191.8	0.006799042555040522	-0.006799286678279188	0.0075	-0.0075
192.0	0.0067940437757982655	-0.006793611539330322	0.0075	-0.0075
192.2	0.007541799204311074	-0.007542944159734543	0.0075	-0.0075
192.4	0.005274933950469388	-0.005276968055747205	0.0075	-0.0075
192.6	0.006780007601044317	-0.006781146598403184	0.0075	-0.0075
192.8	0.009780764493506278	-0.009783027922037151	0.0075	-0.0075
